"","LOINC_NUM","COMPONENT","SYSTEM","LONG_COMMON_NAME","RELATEDNAMES2"
"8322","87799-3","Sulfadimethoxin","Isolat","Sulfadimethoxin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)",""
"8323","87948-6","Clostridium botulinum","Stuhl","Clostridium botulinum [Nachweis] in Stuhl mit erregerspezifischer Kultur",""
"8324","87985-8","Trichinella spiralis DNA","Gewebe","Trichinella spiralis DNA [Nachweis] in Gewebe mit Nukleinsäureamplifikation mit Sondendetektion",""
"8325","88177-1","Coxiella burnetii DNA","Blut","Coxiella burnetii DNA [Nachweis] in Blut mit Nukleinsäureamplifikation mit Sondendetektion",""
"8326","88187-0","Influenza-Virus-A-Subtyp","Kornea/Konjunktiva","Influenza-Virus A-Subtyp [Nachweis oder Identität] in Kornea bzw. Konjunktiva mit Nukleinsäureamplifikation mit Sondendetektion",""
"8327","92128-8","Bordetella pertussis DNA","Respirationstrakt","Bordetella pertussis DNA [Nachweis] in Probenmaterial aus dem Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8328","92248-4","Mikroorganismus Resistenzmutation Aminosäurenveränderungstyp","Isolat oder Probenmaterial","Aminosäureveränderung der Resistenzmutation eines Mikroorganismus, molekulargenetisch",""
"8329","92693-1","Rotavirus A RNA","Stuhl","Rotavirus A RNA [Nachweis] in Stuhl mit Nukleinsäureamplifikation mit Sondendetektion",""
"8330","92-7","Cefodizim","Isolat","Cefodizim [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)",""
"8331","92731-9","Hepatitis-C-Virus Genotyp","Serum oder Plasma","Hepatitis-C-Virus Genotyp in Serum oder Plasma mit Sequenzierung","Hepacivirus C; HCV"
"8332","92786-3","Corynebacterium sp DNA","Blut.positives Wachstum","Corynebacterium sp DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8333","92962-0","Proteus sp DNA","Bronchoalveoläre Lavage","Proteus sp DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8334","92968-7","Bakterielle Methicillin-Resistenz mecA+mecC-Gene","Isolat oder Probenmaterial","Methicillin-Resistenz mecA+mecC-Gene [Nachweis] in Isolat oder Probenmaterial, molekulargenetisch",""
"8335","92969-5","Legionella pneumophila DNA","Respirationstrakt.unterer","Legionella pneumophila DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8336","92971-1","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA","Bronchoalveoläre Lavage","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8337","92988-5","Acinetobacter-calcoaceticus-baumannii-Komplex DNA","Sputum","Acinetobacter calcoaceticus-baumannii-Komplex DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde","ACB-Komplex"
"8338","92827-5","Mycobacterium-tuberculosis-Komplex-Spezies identifiziert","XXX","Mycobacterium-tuberculosis-Komplex-Spezies identifiziert in Probenmaterial mit Sequenzierung",""
"8339","92854-9","Adenovirus DNA","Kornea/Konjunktiva","Adenovirus DNA [#/Volumen] (Viruslast) in Kornea bzw. Konjunktiva mit Nukleinsäureamplifikation mit Sondendetektion",""
"8340","92856-4","Bordetella parapertussis IS1001 DNA","Respirationstrakt.oberer","Bordetella parapertussis IS1001 DNA [Nachweis] in Probenmaterial aus dem oberem Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8341","92888-7","Varicella-Zoster-Virus DNA","Haut","Varicella-Zoster-Virus DNA [Nachweis] in Haut mit Nukleinsäureamplifikation mit Sondendetektion","Human alphaherpesvirus 3; VZV"
"8342","92955-4","Serratia marcescens DNA","Bronchoalveoläre Lavage","Serratia marcescens DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8343","92961-2","Proteus sp DNA","Sputum","Proteus sp DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8344","92976-0","Influenza-Virus B RNA","Respirationstrakt.unterer","Influenza-Virus B RNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8345","9315-3","Westliche-Pferdeenzephalomyelitis-Virus Ak.IgG","Zerebrospinalflüssigkeit","Westliche-Pferdeenzephalomyelitis-Virus IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest","WEEV; Western-Equine-Encephalitis-Virus"
"8346","92970-3","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA","Sputum","Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8347","92972-9","Klebsiella oxytoca DNA","Sputum","Klebsiella oxytoca DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8348","92973-7","Klebsiella oxytoca DNA","Bronchoalveoläre Lavage","Klebsiella oxytoca DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8349","92974-5","Klebsiella aerogenes DNA","Sputum","Klebsiella aerogenes DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8350","92975-2","Klebsiella aerogenes DNA","Bronchoalveoläre Lavage","Klebsiella aerogenes DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8351","92977-8","Influenza-Virus A RNA","Respirationstrakt.unterer","Influenza-Virus A RNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8352","92989-3","Acinetobacter-calcoaceticus-baumannii-Komplex DNA","Bronchoalveoläre Lavage","Acinetobacter calcoaceticus-baumannii-Komplex DNA [#/Volumen (Messbereiche)] in bronchoalveolärer Lavage mit Nukleinsäureamplifikation mit Detektion ohne Sonde","ACB-Komplex"
"8353","93232-7","Imipenem+Relebactam","Isolat","Imipenem+Relebactam [Empfindlichkeit] mit Gradientenstreifen",""
"8354","93390-3","Bakterielle Carbapenem-Resistance blaOXA-23-like+blaOXA-48-ähnliches Gene","Isolat oder Probenmaterial","Carbapenem-Resistance blaOXA-23-like+blaOXA-48-ähnliches Gene [Nachweis] in Isolat oder Probenmaterial, molekulargenetisch",""
"8355","93395-2","Klebsiella pneumoniae DNA","Blut.positives Wachstum","Klebsiella pneumoniae DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8356","9316-1","Westliche-Pferdeenzephalomyelitis-Virus Ak.IgM","Zerebrospinalflüssigkeit","Westliche-Pferdeenzephalomyelitis-Virus IgM-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest","WEEV; Western-Equine-Encephalitis-Virus"
"8357","93385-3","Salmonella sp DNA","Blut.positives Wachstum","Salmonella sp DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8358","93387-9","Proteus mirabilis DNA","Blut.positives Wachstum","Proteus mirabilis DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8359","93394-5","Morganella morganii DNA","Blut.positives Wachstum","Morganella morganii DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8360","88197-9","Middle East respiratory syndrome coronavirus (MERS CoV) RNA","Nasopharynx","Middle East respiratory syndrome-Coronavirus (MERS-CoV) RNA [Nachweis] in Nasopharynx mit Nukleinsäureamplifikation mit Sondendetektion",""
"8361","88198-7","Middle East respiratory syndrome coronavirus (MERS CoV) RNA","Kornea/Konjunktiva","Middle East respiratory syndrome-Coronavirus (MERS-CoV) RNA [Nachweis] in Kornea bzw. Konjunktiva mit Nukleinsäureamplifikation mit Sondendetektion",""
"8362","88200-1","Influenza-Virus identifiziert","Kornea/Konjunktiva","Influenza-Virus identifiziert in Kornea bzw. Konjunktiva mit erregerspezifischer Kultur",""
"8363","88215-9","Rabies-Virus RNA","Speichel","Rabies-Virus RNA [Nachweis] in Speichel mit Nukleinsäureamplifikation mit Sondendetektion","Rabies lyssavirus"
"8364","88245-6","Bakterielle Carbapenem-Resistenz blaIMP-Gen","Blut.positives Wachstum","Carbapenem-Resistenz blaIMP-Gen [Nachweis] in positiver Blutkultur mit Sonde",""
"8365","88250-6","Bakterielle Cephalosporin-Resistenz blaCTX-M-Gen","Isolat oder Probenmaterial","Cephalosporin-Resistenz blaCTX-M-Gen [Nachweis], molekulargenetisch",""
"8366","88255-5","Enterobacter sp gyrB+metB-Gene","Blut.positives Wachstum","Enterobacter sp gyrB+metB-Gene [Nachweis] in positiver Blutkultur mit Sonde",""
"8367","88536-8","Varicella-Zoster-Virus DNA","Aspirat","Varicella-Zoster-Virus DNA [Nachweis] in Aspirat mit Nukleinsäureamplifikation mit Sondendetektion","Human alphaherpesvirus 3; VZV"
"8368","88585-5","Legionella sp identifiziert","Respirationstrakt.unterer","Legionella sp identifiziert in Probenmaterial aus dem unteren Respirationstrakt mit erregerspezifischer Kultur",""
"8369","88587-1","Legionella sp DNA","Gewebe","Legionella sp DNA [Nachweis oder Identität] in Gewebe mit Nukleinsäureamplifikation mit Sondendetektion",""
"8370","88588-9","Legionella sp DNA","Respirationstrakt.unterer","Legionella sp DNA [Nachweis oder Identität] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8371","88596-2","Influenza-Virus B RNA","Perikardflüssigkeit","Influenza-Virus B RNA [Nachweis] in Perikardflüssigkeit mit Nukleinsäureamplifikation mit Sondendetektion",""
"8372","88629-1","Chikungunya-Virus Ak.IgM","Serum oder Plasma","Chikungunya-Virus IgM-Antikörper [Nachweis] in Serum oder Plasma mit Immunoassay",""
"8373","88630-9","Chikungunya-Virus Ak.IgG","Serum oder Plasma","Chikungunya-Virus IgG-Antikörper [Nachweis] in Serum oder Plasma mit Immunoassay",""
"8374","93392-9","Serratia marcescens DNA","Blut.positives Wachstum","Serratia marcescens DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8375","93398-6","Klebsiella oxytoca DNA","Blut.positives Wachstum","Klebsiella oxytoca DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8376","93404-2","Enterobacter-cloacae-Komplex DNA","Blut.positives Wachstum","Enterobacter cloacae-Komplex DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8377","93406-7","Acinetobacter baumannii DNA","Blut.positives Wachstum","Acinetobacter baumannii DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8378","88704-2","Bedaquilin","Isolat","Bedaquilin [Empfindlichkeit] mit Methode für langsam wachsende Mykobakterien",""
"8379","88705-9","Kanamycin 3,5 µg/mL","Isolat","Kanamycin 3,5 µg/mL [Empfindlichkeit] mit Methode für langsam wachsende Mykobakterien",""
"8380","88706-7","Linezolid 1,0 µg/mL","Isolat","Linezolid 1 µg/mL [Empfindlichkeit] mit Methode für langsam wachsende Mykobakterien",""
"8381","88889-1","Middle East respiratory syndrome coronavirus (MERS CoV) RNA","Nasopharynx","Middle East respiratory syndrome-Coronavirus (MERS-CoV) RNA [Nachweis] in Nasopharynx mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8382","88904-8","Influenza-Virus A Ag","Respirationstrakt.unterer","Influenza-Virus A Antigen [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Immunfluoreszenztest",""
"8383","89-3","Cefmetazol","Isolat","Cefmetazol [Empfindlichkeit] mit Agardiffusion",""
"8384","89359-4","Hepatitis-C-Virus Ak.IgG","Serum, Plasma oder Blut","Hepatitis-C-Virus IgG-Antikörper [Nachweis] in Serum, Plasma oder Blut mit Immunoassay-Schnelltest","Hepacivirus C; HCV"
"8385","89373-5","Hepatitis-A-Virus Genotyp","XXX","Hepatitis-A-Virus Genotyp in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion","Hepatovirus A; HAV"
"8386","89487-3","Fluorchinolon","Isolat","Fluorchinolon [Empfindlichkeit] mit genotypischer Methode",""
"8387","89490-7","Aminoglykosid","Isolat","Aminoglykosid [Empfindlichkeit] mit genotypischer Methode",""
"8388","90066-2","Corynebacterium sp identifiziert","Isolat","Corynebacterium sp identifiziert in Isolat mit erregerspezifischer Kultur",""
"8389","93699-7","Bakterielle Beta-Lactam-Resistenz AmpC blaCMY-2-Gen","Isolat oder Probenmaterial","Beta-Lactam-Resistenz AmpC blaCMY-2-Gen [Nachweis], molekulargenetisch",""
"8390","93701-1","Bakterielle Colistin-Resistenz mcr-2-Gen","Isolat oder Probenmaterial","Colistin-Resistenz mcr-2-Gen [Nachweis], molekulargenetisch",""
"8391","93717-7","Francisella tularensis Ak.IgG","Serum","Francisella tularensis IgG-Antikörper [Nachweis] in Serum mit Immunoassay",""
"8392","93761-5","Influenza-Virus A PA-Gen","Isolat","Influenza-Virus A PA-Gen [Nukleotidsequenz] in Isolat mit Sequenzierung",""
"8393","93397-8","Haemophilus influenzae DNA","Blut.positives Wachstum","Haemophilus influenzae DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8394","93400-0","Enterobacter aerogenes+Enterobacter amnigenus+Enterobacter gergoviae DNA","Blut.positives Wachstum","Enterobacter aerogenes+Enterobacter amnigenus+Enterobacter gergoviae DNA [Nachweis] in positiver Blutkultur mit Nukleinsäureamplifikation mit Sondendetektion",""
"8395","93700-3","Bakterielle Beta-Lactam-Resistenz AmpC blaDHA-Gen","Isolat oder Probenmaterial","Beta-Lactam-Resistenz AmpC blaDHA-Gen [Nachweis], molekulargenetisch",""
"8396","94054-4","Bakterielles katG-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen katG-Gen [Nachweis oder Identität], molekulargenetisch",""
"8397","90067-0","Enterobacteriaceae identifiziert","Isolat","Enterobacteriaceae identifiziert in Isolat mit erregerspezifischer Kultur",""
"8398","90283-3","Mycobacterium tuberculosis DNA","Gallenflüssigkeit","Mycobacterium tuberculosis DNA [Nachweis] in Gallenflüssigkeit mit Nukleinsäureamplifikation mit Sondendetektion",""
"8399","90443-3","Coxiella burnetii aroE-Gen","Serum, Plasma oder Blut","Coxiella burnetii aroE-Gen [Nachweis] in Serum, Plasma oder Blut mit Nukleinsäureamplifikation mit Detektion ohne Sonde",""
"8400","90449-0","Norovirus Genotypgruppe I & II RNA","XXX","Norovirus Genotypgruppe I und II RNA [Nachweis oder Identität] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion",""
"8401","90460-7","Hepatitis-E-Virus RNA","Serum oder Plasma","Hepatitis-E-Virus RNA [Nachweis] in Serum oder Plasma mit Nukleinsäureamplifikation mit Sondendetektion","HEV"
"8402","90462-3","Zika-Virus RNA","Blut Nabelschnur","Zika-Virus RNA [Nachweis] in Nabelschnurblut mit Nukleinsäureamplifikation mit Sondendetektion",""
"8403","90980-4","Meropenem+Vaborbactam","Isolat","Meropenem+Vaborbactam [Empfindlichkeit] mit Gradientenstreifen",""
"8404","94055-1","Bakterielles inhA-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen inhA-Gen [Nachweis oder Identität], molekulargenetisch",""
"8405","94058-5","Bakterielles embB-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen embB-Gen [Nachweis oder Identität], molekulargenetisch",""
"8406","94059-3","Bakterielles pncA-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen pncA-Gen [Nachweis oder Identität], molekulargenetisch",""
"8407","94062-7","Bakterielles rrs-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen rrs-Gen [Nachweis oder Identität], molekulargenetisch",""
"8408","94099-9","Hantavirus Ak.IgM","Serum oder Plasma","Hantavirus IgM-Antikörper [Nachweis] in Serum oder Plasma mit Immunfluoreszenztest","Orthohantavirus"
"8409","94060-1","Bakterielles gyrA-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen gyrA-Gen [Nachweis oder Identität], molekulargenetisch",""
"8410","94184-9","Gelbfieber-Virus RNA","XXX","Gelbfieber-Virus RNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion",""
"8411","94289-6","West-Nil-Virus Ak.neutralisierend","XXX","West-Nil-Virus neutralisierender Antikörper [Nachweis] in Probenmaterial mit Neutralisationstest",""
"8412","94056-9","Bakterielles fabG1-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen fabG1-Gen [Nachweis oder Identität], molekulargenetisch",""
"8413","94064-3","Bakterielles eis-Gen Arzneimittel-Resistenzmutation","Isolat oder Probenmaterial","Arzneimittel-Resistenzmutation im bakteriellen eis-Gen [Nachweis oder Identität], molekulargenetisch",""
"8414","94183-1","Heartland banyangvirus RNA","XXX","Heartland banyangvirus RNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion","Heartland bandavirus"
"8415","94274-8","Bedaquilin","Isolat","Bedaquilin [Empfindlichkeit]",""
"8416","94310-0","SARS-bezogenes Coronavirus N-Gen","XXX","SARS-bezogenes Coronavirus N-Gen [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit CDC Primer-Sondenset N3",""
"8417","94379-5","Enterobacter-cloacae-Komplex DNA","Respirationstrakt.unterer","Enterobacter cloacae-Komplex DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8418","94427-2","Dengue-Virus 1+2+3+4 3' UTR RNA","Serum","Dengue-Virus 1+2+3+4 3' Untranslated Region RNA [Nachweis] in Serum mit Nukleinsäureamplifikation mit Sondendetektion",""
"8419","94372-0","Proteus sp DNA","Respirationstrakt.unterer","Proteus sp DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8420","94375-3","Klebsiella oxytoca DNA","Respirationstrakt.unterer","Klebsiella oxytoca DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8421","94394-4","Influenza-Virus A H3 RNA","Respirationstrakt.unterer","Influenza-Virus A H3 RNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8422","94396-9","Influenza-Virus A H1 RNA","Respirationstrakt.unterer","Influenza-Virus A H1 RNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion",""
"8423","94424-9","Staphylococcus aureus Methicillin-Resistenz SCCmec+orfX junction","Isolat oder Probenmaterial","Staphylococcus aureus Methicillin-Resistenz SCCmec+orfX junction [Nachweis], molekulargenetisch",""
